ocena,data
1,2018-10-02T15:25:17Z
5,2018-02-24T20:15:14Z
4,2017-03-17T21:35:41Z
3,2018-09-18T11:50:33Z
4,2017-11-11T07:31:45Z
4,2017-08-28T04:57:47Z
4,2017-07-26T11:52:24Z
5,2016-11-30T22:04:00Z
4,2018-03-14T20:38:27Z
4,2018-01-17T08:46:10Z
2,2017-11-19T14:25:04Z
2,2016-12-27T11:44:31Z
1,2018-03-31T23:52:31Z
2,2017-07-20T01:26:20Z
3,2018-10-23T18:34:24Z
3,2017-07-23T23:05:55Z
1,2017-06-09T04:38:08Z
2,2017-09-10T20:21:16Z
4,2018-07-29T16:01:08Z
3,2017-02-25T03:26:55Z
3,2018-04-27T10:50:42Z
5,2017-03-11T20:00:01Z
5,2017-02-27T08:18:22Z
4,2018-06-06T11:15:24Z
4,2018-09-11T15:59:23Z
3,2017-04-12T20:40:04Z
5,2018-05-10T03:52:50Z
3,2017-08-31T20:56:47Z
2,2018-06-13T02:52:36Z
5,2017-06-29T08:19:11Z
5,2018-07-01T15:03:22Z
1,2018-04-17T02:43:45Z
1,2018-05-19T15:23:11Z
4,2018-03-03T22:35:20Z
1,2017-03-18T00:24:32Z
2,2017-03-28T13:18:12Z
3,2017-05-27T02:04:42Z
2,2018-01-09T11:13:40Z
4,2017-09-13T16:27:08Z
1,2017-11-06T18:53:09Z
2,2018-02-04T10:33:34Z
1,2017-05-15T09:24:05Z
3,2018-09-30T20:51:52Z
5,2017-04-29T10:42:49Z
3,2018-09-01T02:27:18Z
1,2016-12-21T15:48:04Z
4,2017-03-08T04:03:08Z
2,2016-10-31T12:21:16Z
2,2017-03-28T06:22:59Z
4,2017-09-22T09:44:01Z
3,2016-12-15T18:04:53Z
3,2018-10-21T02:54:49Z
3,2018-01-08T20:03:03Z
1,2018-05-07T02:02:01Z
5,2016-11-23T01:34:00Z
1,2018-09-13T02:08:29Z
3,2018-01-09T02:59:33Z
2,2018-01-24T08:38:18Z
5,2018-05-04T01:46:53Z
2,2018-08-21T13:26:49Z
2,2017-12-17T23:30:14Z
3,2018-07-23T22:30:56Z
1,2017-07-28T16:04:42Z
1,2018-03-05T11:18:42Z
3,2017-09-26T05:23:03Z
4,2016-11-12T23:45:41Z
3,2018-10-01T21:41:13Z
4,2017-10-18T19:52:09Z
4,2017-06-18T20:11:37Z
5,2017-02-17T15:08:23Z
2,2018-02-20T15:29:32Z
4,2016-12-30T14:42:38Z
2,2017-06-16T06:26:08Z
3,2016-12-05T01:39:04Z
1,2018-09-15T16:47:25Z
4,2018-05-01T00:02:49Z
4,2018-04-29T10:56:39Z
1,2017-11-25T05:50:50Z
3,2017-06-30T02:35:48Z
5,2018-02-19T05:15:16Z
4,2017-12-10T08:47:36Z
5,2018-07-01T14:03:57Z
1,2017-12-13T18:22:59Z
2,2017-03-01T00:08:42Z
1,2017-12-25T09:08:20Z
4,2017-06-21T13:11:12Z
4,2017-12-07T09:41:58Z
2,2017-08-10T23:49:36Z
5,2018-10-17T19:06:10Z
5,2017-12-04T16:32:45Z
5,2016-12-18T10:43:43Z
1,2018-08-08T14:28:08Z
2,2018-03-09T18:45:54Z
5,2016-12-04T15:27:32Z
1,2018-07-26T08:01:00Z
4,2018-10-27T21:56:13Z
5,2017-06-17T10:27:49Z
5,2017-07-10T09:50:17Z
3,2017-07-25T13:10:03Z
1,2017-05-21T17:16:50Z
5,2017-07-08T07:19:13Z
1,2018-01-13T22:05:57Z
5,2018-05-15T05:34:48Z
5,2018-03-26T16:59:45Z
1,2016-12-25T01:02:00Z
3,2017-07-26T22:24:24Z
2,2017-10-22T13:48:17Z
4,2016-12-04T15:24:25Z
2,2018-09-28T04:28:38Z
5,2017-01-16T11:37:57Z
5,2017-10-30T06:43:42Z
5,2017-06-11T19:40:46Z
5,2018-02-13T11:58:33Z
1,2018-02-20T11:47:54Z
3,2017-08-20T21:19:24Z
4,2017-08-10T23:05:27Z
5,2017-05-30T18:18:52Z
3,2017-08-27T14:54:21Z
1,2017-04-15T06:56:25Z
5,2018-05-24T10:28:16Z
5,2017-10-07T22:40:15Z
2,2017-05-23T02:01:43Z
5,2018-10-10T08:04:10Z
4,2017-10-25T08:56:24Z
4,2018-09-08T10:42:01Z
4,2018-10-11T11:29:00Z
4,2017-04-24T11:29:26Z
2,2018-09-20T00:49:05Z
4,2017-08-05T20:31:53Z
1,2018-04-24T18:06:44Z
1,2017-04-04T22:22:47Z
5,2018-10-04T05:36:47Z
5,2018-06-09T16:37:46Z
1,2017-06-28T17:28:22Z
2,2018-09-23T03:17:06Z
2,2017-02-28T08:05:36Z
4,2017-08-16T09:23:48Z
4,2018-10-24T14:33:58Z
1,2017-04-16T03:21:34Z
4,2017-11-07T10:08:07Z
1,2018-04-14T07:17:13Z
2,2017-09-07T09:38:54Z
4,2018-03-19T18:14:44Z
4,2017-06-26T18:43:14Z
1,2018-09-11T20:01:25Z
4,2017-02-16T04:31:33Z
3,2018-05-06T01:02:03Z
2,2018-06-10T15:43:03Z
4,2018-08-14T15:31:51Z
2,2016-12-17T10:31:20Z
3,2017-05-29T09:05:38Z
5,2017-06-21T23:35:07Z
5,2017-11-24T23:41:14Z
5,2017-09-11T13:19:30Z
1,2018-07-05T08:10:51Z
3,2018-01-01T16:44:31Z
5,2017-11-29T12:19:10Z
5,2018-06-02T20:33:12Z
1,2017-01-27T12:21:05Z
4,2018-06-30T05:55:21Z
2,2018-01-24T04:28:32Z
3,2018-05-09T14:50:13Z
4,2018-08-06T12:32:10Z
5,2016-12-11T20:08:47Z
5,2018-10-27T20:40:43Z
5,2017-06-30T15:07:18Z
4,2016-11-18T02:23:29Z
1,2017-11-12T07:27:29Z
3,2017-05-16T13:49:59Z
1,2017-11-21T21:06:29Z
4,2018-01-05T16:55:15Z
3,2017-04-27T13:12:05Z
2,2018-09-14T02:14:18Z
2,2016-12-15T17:59:44Z
2,2018-06-12T19:21:48Z
1,2018-07-26T20:12:37Z
2,2016-12-16T19:54:26Z
5,2017-03-30T10:32:07Z
4,2018-01-07T18:09:15Z
5,2018-08-29T17:45:24Z
5,2017-12-22T07:23:03Z
1,2018-03-18T07:39:17Z
5,2018-09-13T10:14:11Z
2,2017-03-30T04:56:38Z
5,2016-12-26T17:33:12Z
3,2018-02-08T01:49:54Z
1,2017-06-19T00:27:09Z
2,2017-12-26T19:22:47Z
3,2017-11-26T08:39:33Z
1,2018-09-11T20:49:19Z
5,2018-01-07T07:31:27Z
1,2017-04-13T20:25:24Z
1,2018-03-15T03:52:01Z
3,2017-05-18T19:17:58Z
1,2017-02-21T22:58:34Z
2,2018-09-14T23:55:50Z
5,2018-08-25T16:27:10Z
5,2018-08-22T08:56:28Z
2,2017-04-19T08:32:42Z
2,2017-11-18T04:00:08Z
2,2018-04-28T01:19:59Z
1,2017-10-17T14:51:03Z
5,2016-11-06T09:26:33Z
2,2018-06-09T11:23:49Z
3,2018-09-03T12:48:15Z
3,2016-11-23T02:40:43Z
4,2017-03-07T07:12:06Z
3,2017-07-14T10:38:44Z
3,2017-11-25T02:02:23Z
4,2017-02-04T19:50:52Z
1,2018-03-18T14:06:52Z
3,2017-09-19T21:15:28Z
4,2017-07-03T05:32:57Z
2,2018-02-02T23:37:41Z
1,2018-02-01T13:23:18Z
1,2017-03-13T00:03:00Z
3,2018-09-29T17:21:41Z
5,2017-01-10T19:13:43Z
2,2017-03-30T09:09:21Z
3,2018-09-14T18:07:51Z
3,2017-06-02T20:16:55Z
3,2018-01-25T03:02:24Z
2,2017-09-12T18:04:17Z
5,2018-09-30T10:38:47Z
5,2017-12-07T01:44:56Z
4,2018-08-18T01:02:40Z
5,2018-03-29T22:32:43Z
2,2017-08-13T21:10:06Z
5,2018-03-01T04:39:56Z
5,2018-01-13T07:08:30Z
4,2018-09-04T17:31:39Z
2,2017-12-30T16:58:28Z
3,2017-09-10T10:34:03Z
2,2017-02-04T08:44:16Z
3,2017-10-18T23:12:16Z
2,2018-01-18T06:35:03Z
5,2018-02-19T22:34:28Z
4,2018-08-10T05:50:37Z
1,2017-07-05T06:17:53Z
2,2018-08-12T21:38:34Z
2,2018-07-17T17:38:43Z
4,2018-04-11T14:44:12Z
4,2017-03-25T20:59:47Z
3,2017-03-24T02:18:48Z
5,2017-04-24T15:48:36Z
1,2017-04-29T01:19:52Z
3,2016-12-11T13:29:40Z
3,2017-01-19T17:28:51Z
2,2016-12-19T17:40:40Z
1,2017-09-18T14:12:28Z
1,2018-03-05T00:57:39Z
2,2017-10-27T23:26:26Z
5,2017-12-16T23:33:51Z
4,2017-09-27T06:40:37Z
5,2017-04-09T15:45:27Z
5,2017-02-20T19:33:16Z
4,2018-02-16T10:14:46Z
5,2017-12-22T16:39:41Z
2,2017-09-13T03:52:46Z
3,2018-04-11T10:28:05Z
3,2016-12-20T12:12:11Z
4,2017-11-06T06:41:13Z
3,2017-04-18T23:09:28Z
2,2017-09-05T16:45:08Z
1,2017-03-04T20:19:48Z
4,2017-09-01T04:02:02Z
1,2016-11-26T01:05:08Z
5,2018-01-29T01:52:57Z
3,2018-04-02T08:21:07Z
1,2017-05-14T17:51:34Z
5,2018-08-02T12:25:50Z
3,2017-04-26T10:57:51Z
3,2017-09-08T02:54:34Z
5,2017-06-25T12:14:18Z
1,2017-06-14T10:19:47Z
4,2017-03-14T05:28:17Z
2,2017-08-15T04:01:11Z
5,2017-12-01T00:47:14Z
3,2017-07-16T00:57:04Z
3,2018-03-27T12:09:44Z
1,2017-09-02T19:00:13Z
5,2018-03-16T04:55:10Z
2,2017-05-28T22:43:19Z
4,2017-07-23T00:02:22Z
2,2017-04-08T10:55:30Z
4,2018-04-25T00:07:40Z
5,2017-03-11T19:51:32Z
1,2017-07-03T00:59:07Z
2,2018-01-24T23:42:38Z
4,2018-02-12T13:21:00Z
1,2017-01-17T11:25:07Z
1,2018-03-28T21:35:30Z
4,2017-03-15T00:26:28Z
5,2017-10-31T05:49:03Z
4,2017-02-16T15:35:14Z
2,2018-01-30T04:27:01Z
2,2017-09-29T17:50:44Z
5,2017-02-26T21:06:35Z
3,2017-12-01T16:37:25Z
1,2017-04-08T19:37:57Z
4,2017-10-16T01:20:54Z
4,2018-02-25T12:06:34Z
4,2017-03-17T08:12:32Z
5,2018-10-24T08:19:57Z
2,2017-08-16T00:39:24Z
5,2018-10-05T10:23:47Z
4,2016-12-16T15:32:47Z
2,2017-12-10T02:33:08Z
4,2017-05-13T03:12:59Z
4,2017-12-31T14:22:30Z
4,2018-01-12T15:24:52Z
3,2017-03-07T14:08:48Z
3,2017-07-17T14:35:48Z
4,2018-01-05T10:34:04Z
4,2018-05-28T21:52:57Z
3,2018-09-03T12:11:29Z
5,2018-10-05T05:47:35Z
5,2017-11-11T20:17:07Z
5,2017-09-29T13:55:09Z
4,2018-02-02T07:52:28Z
2,2017-08-28T08:02:24Z
1,2017-03-27T00:11:11Z
1,2017-02-20T18:41:47Z
1,2017-08-30T17:13:43Z
4,2017-03-24T13:27:13Z
2,2018-05-18T04:21:00Z
2,2017-12-28T05:06:31Z
1,2018-01-07T05:37:02Z
5,2017-06-26T10:30:12Z
4,2018-08-24T09:48:28Z
1,2018-03-09T13:29:09Z
4,2017-03-13T00:38:43Z
5,2017-09-30T19:51:59Z
5,2018-10-20T23:47:24Z
3,2018-09-02T11:19:09Z
2,2018-09-06T07:16:35Z
2,2018-03-09T20:16:09Z
3,2017-02-28T05:16:20Z
2,2018-02-09T20:42:31Z
5,2018-05-15T08:57:49Z
2,2017-03-12T22:55:11Z
4,2017-03-30T21:39:08Z
4,2018-06-08T03:54:53Z
4,2018-03-31T04:47:39Z
3,2017-05-23T11:27:23Z
2,2016-12-17T06:36:33Z
1,2018-04-22T10:12:23Z
1,2017-02-05T03:18:56Z
4,2017-09-06T00:26:19Z
3,2017-11-20T20:15:26Z
4,2017-08-27T07:26:55Z
5,2016-11-16T13:30:51Z
3,2017-12-31T14:56:23Z
4,2018-08-11T10:18:48Z
4,2018-05-08T08:07:49Z
4,2018-03-19T20:41:21Z
2,2018-05-09T23:48:16Z
4,2018-09-10T17:26:39Z
2,2018-01-15T09:49:25Z
4,2018-09-16T18:45:56Z
1,2017-07-20T12:15:59Z
1,2018-03-02T22:43:23Z
1,2017-11-28T14:03:28Z
1,2017-03-04T10:27:48Z
5,2017-05-25T19:18:50Z
4,2018-05-28T02:44:43Z
3,2017-11-29T09:38:46Z
2,2018-06-11T11:55:20Z
3,2017-12-20T02:50:10Z
1,2016-11-02T14:35:20Z
2,2017-01-07T23:10:56Z
1,2017-05-14T03:13:23Z
3,2017-01-27T00:46:06Z
4,2018-07-30T22:04:19Z
1,2017-05-27T20:06:00Z
5,2018-02-08T01:34:57Z
2,2017-07-19T02:24:21Z
4,2018-01-27T02:12:48Z
1,2017-04-11T11:13:10Z
2,2016-11-15T19:49:11Z
4,2017-09-21T13:35:57Z
3,2018-09-08T12:37:23Z
1,2016-12-02T13:30:57Z
5,2017-11-16T12:30:27Z
3,2017-07-16T23:04:33Z
5,2017-10-02T15:50:24Z
5,2017-11-10T06:15:06Z
4,2017-08-23T14:29:31Z
4,2017-10-04T02:06:41Z
1,2018-03-18T15:33:00Z
3,2018-03-29T13:08:44Z
5,2017-10-11T19:31:47Z
4,2017-01-23T23:06:01Z
1,2017-10-03T10:47:02Z
2,2017-09-09T22:59:41Z
3,2017-12-10T10:40:23Z
2,2018-08-10T16:15:49Z
3,2017-04-08T13:20:33Z
5,2017-12-20T00:26:53Z
3,2016-11-04T05:11:08Z
5,2017-02-22T17:08:22Z
3,2017-12-17T18:48:58Z
4,2018-04-07T18:51:31Z
2,2018-09-02T14:11:20Z
5,2016-12-11T07:42:46Z
4,2017-01-20T00:11:12Z
2,2017-10-29T18:40:18Z
1,2018-06-12T17:18:14Z
5,2018-01-29T01:16:54Z
2,2018-01-04T09:13:56Z
5,2017-09-07T10:58:27Z
2,2017-10-10T09:42:14Z
4,2017-05-14T07:17:08Z
1,2017-06-04T17:52:42Z
3,2018-09-25T21:47:49Z
4,2017-07-07T22:05:04Z
4,2018-03-15T20:43:35Z
4,2018-08-14T19:53:04Z
5,2017-12-22T04:21:59Z
3,2017-06-16T06:45:56Z
2,2018-06-25T20:02:15Z
2,2016-11-25T04:42:01Z
2,2018-01-08T04:19:38Z
2,2017-07-01T20:05:01Z
4,2017-09-14T06:18:47Z
3,2018-04-29T21:28:32Z
2,2016-11-26T17:25:44Z
2,2017-05-12T01:17:37Z
3,2017-12-15T05:29:46Z
2,2018-10-21T17:04:40Z
5,2017-07-09T03:36:06Z
5,2018-10-09T06:12:40Z
4,2018-09-13T06:38:55Z
2,2017-05-18T12:43:40Z
1,2018-10-26T07:10:06Z
1,2017-06-17T14:36:00Z
2,2017-05-29T08:02:26Z
5,2017-04-04T09:46:42Z
2,2018-03-24T21:11:26Z
2,2017-12-26T19:44:41Z
2,2018-03-01T16:41:42Z
1,2017-12-09T01:40:02Z
2,2018-01-23T11:40:32Z
5,2016-12-23T00:51:33Z
1,2018-07-06T00:05:30Z
5,2018-06-29T06:02:50Z
1,2018-04-04T03:45:45Z
4,2018-10-11T04:28:08Z
5,2016-12-12T13:40:36Z
3,2018-08-28T16:35:02Z
2,2017-02-21T05:31:19Z
5,2018-02-26T14:04:32Z
5,2018-02-15T23:33:28Z
1,2017-01-16T09:04:14Z
2,2017-03-13T06:51:19Z
2,2018-04-16T16:04:41Z
4,2018-04-14T18:34:29Z
2,2018-07-22T06:11:44Z
4,2017-09-20T05:17:43Z
5,2018-09-23T17:25:58Z
3,2018-05-16T09:04:55Z
4,2017-05-15T14:24:04Z
2,2017-12-31T01:34:23Z
1,2017-12-20T13:56:38Z
3,2017-03-14T19:40:36Z
3,2018-05-18T03:39:08Z
2,2018-10-29T07:52:34Z
4,2017-10-08T11:17:13Z
2,2018-05-29T04:54:04Z
4,2017-04-22T22:31:00Z
5,2017-07-24T06:29:59Z
2,2018-07-17T03:02:56Z
4,2018-08-02T08:40:36Z
1,2018-10-24T19:30:36Z
1,2018-07-31T18:48:48Z
1,2017-03-29T09:24:21Z
4,2018-10-11T20:37:24Z
2,2018-07-15T01:32:06Z
4,2018-04-07T07:55:01Z
1,2017-02-24T20:46:45Z
2,2017-08-18T08:21:41Z
5,2018-08-31T17:16:55Z
1,2017-12-13T11:12:25Z
3,2017-04-10T23:04:00Z
1,2018-03-12T07:29:30Z
1,2017-05-15T18:32:03Z
1,2018-10-22T15:23:54Z
5,2017-05-29T05:20:14Z
5,2017-10-14T07:04:55Z
4,2017-12-27T15:28:42Z
2,2016-11-01T15:40:12Z
1,2016-11-22T20:31:19Z
2,2018-07-27T11:47:06Z
1,2017-06-14T21:36:09Z
1,2018-09-27T05:05:03Z
3,2017-12-31T00:43:44Z
2,2016-11-26T02:48:50Z
2,2017-01-02T15:53:09Z
1,2018-08-22T09:50:10Z
4,2017-11-15T15:36:04Z
1,2018-04-23T04:07:30Z
2,2017-04-04T09:05:28Z
5,2017-10-25T09:37:10Z
1,2017-02-05T02:44:30Z
3,2017-05-13T13:52:55Z
5,2018-10-03T23:22:24Z
5,2017-04-21T14:28:31Z
3,2017-08-05T03:19:21Z
2,2017-08-03T06:09:04Z
1,2018-09-09T06:23:13Z
1,2017-06-23T03:43:32Z
4,2017-06-05T17:04:38Z
2,2018-10-19T15:59:44Z
4,2017-04-21T06:34:39Z
5,2017-07-30T05:28:10Z
4,2017-12-09T15:31:22Z
1,2018-10-19T16:03:59Z
1,2016-12-01T12:24:32Z
2,2016-12-21T12:06:28Z
4,2017-09-29T01:09:06Z
5,2018-05-13T22:07:19Z
1,2018-03-28T12:13:22Z
3,2018-10-01T10:16:33Z
1,2018-08-18T03:22:28Z
3,2017-03-20T02:08:06Z
5,2017-12-20T00:49:40Z
3,2018-03-20T22:15:17Z
4,2017-10-02T21:27:43Z
5,2017-12-15T11:13:14Z
4,2018-03-07T02:51:12Z
3,2017-03-17T22:26:53Z
1,2018-04-09T21:03:24Z
3,2018-03-08T10:42:33Z
4,2016-12-17T14:13:38Z
5,2018-05-03T17:02:31Z
3,2017-12-29T18:13:30Z
1,2018-04-05T04:03:43Z
4,2017-03-24T19:51:15Z
3,2017-08-19T14:43:30Z
4,2017-10-20T10:40:41Z
1,2017-08-16T22:02:23Z
5,2018-04-04T10:12:55Z
3,2017-11-21T22:02:55Z
4,2017-05-10T14:58:48Z
3,2018-08-30T19:36:50Z
4,2017-02-06T02:49:42Z
2,2018-02-24T23:02:46Z
1,2016-12-15T16:48:10Z
4,2018-03-22T20:17:15Z
2,2018-06-06T03:17:15Z
1,2018-03-22T09:54:17Z
4,2017-09-24T17:13:28Z
1,2017-03-24T01:49:15Z
2,2017-06-21T02:15:16Z
3,2016-12-25T19:49:58Z
3,2017-05-27T05:46:22Z
5,2018-06-26T01:31:49Z
3,2017-04-11T05:38:49Z
4,2017-11-17T02:01:18Z
4,2017-10-10T23:51:10Z
2,2018-02-05T13:00:25Z
3,2017-02-23T15:56:59Z
2,2017-11-18T09:04:13Z
5,2018-05-05T05:19:54Z
1,2018-08-24T22:29:15Z
1,2016-12-20T23:17:29Z
1,2017-10-11T23:48:55Z
4,2017-03-04T05:18:01Z
3,2017-02-25T01:09:43Z
4,2017-12-26T23:18:55Z
1,2017-11-03T03:56:22Z
1,2017-11-23T15:08:24Z
1,2016-12-27T20:11:45Z
5,2017-11-21T18:43:57Z
5,2018-10-11T22:46:10Z
4,2017-03-24T11:22:26Z
4,2017-03-12T05:09:37Z
5,2016-11-22T15:53:21Z
4,2017-12-09T22:56:36Z
1,2018-09-02T15:21:49Z
3,2018-04-15T21:23:29Z
2,2017-07-27T21:08:02Z
4,2018-05-20T19:26:23Z
3,2017-02-15T09:23:00Z
5,2018-01-11T10:00:58Z
5,2017-06-10T04:53:21Z
5,2016-12-15T18:32:05Z
4,2018-01-23T19:39:56Z
1,2017-11-10T07:09:22Z
4,2018-03-23T07:13:27Z
1,2018-06-10T03:44:25Z
4,2017-10-13T19:14:02Z
2,2017-03-02T08:50:55Z
4,2018-05-01T00:59:41Z
1,2017-04-20T02:19:53Z
5,2018-07-03T04:30:24Z
2,2017-09-08T21:09:06Z
3,2017-03-11T18:53:00Z
3,2017-04-14T02:58:26Z
4,2016-11-05T05:28:58Z
4,2018-06-22T18:17:05Z
1,2018-07-14T03:52:07Z
5,2018-05-14T15:47:15Z
3,2018-01-25T15:15:39Z
1,2018-05-31T21:47:03Z
3,2017-06-26T21:37:32Z
3,2017-06-24T07:43:24Z
1,2016-11-27T06:07:03Z
2,2017-02-25T03:22:56Z
4,2018-04-07T01:35:11Z
2,2018-05-28T22:33:54Z
3,2018-05-31T10:54:37Z
5,2017-05-24T18:27:13Z
2,2018-01-27T09:05:58Z
5,2017-03-22T05:52:51Z
3,2018-08-02T19:43:42Z
2,2017-01-24T00:56:11Z
3,2017-10-21T20:17:33Z
2,2017-12-01T09:51:38Z
5,2017-10-31T13:09:47Z
1,2017-06-05T11:18:46Z
5,2017-07-07T18:48:42Z
2,2017-11-26T08:04:20Z
1,2018-05-15T21:15:53Z
2,2017-09-19T09:26:22Z
3,2017-06-20T13:44:01Z
1,2017-12-24T03:33:38Z
3,2017-01-30T20:30:59Z
2,2016-12-03T18:08:34Z
4,2017-08-18T22:35:45Z
3,2017-06-06T16:18:42Z
4,2017-10-26T19:00:36Z
5,2017-05-20T14:40:10Z
1,2017-12-05T10:17:59Z
5,2018-02-10T13:05:10Z
3,2018-05-29T07:56:18Z
1,2017-05-06T13:39:06Z
3,2017-08-29T09:52:39Z
4,2017-02-19T18:17:29Z
3,2018-10-15T00:40:21Z
5,2017-06-18T17:28:42Z
3,2017-10-17T20:58:17Z
5,2018-05-28T07:25:58Z
1,2018-09-17T05:14:04Z
2,2017-08-21T21:56:59Z
5,2017-12-18T19:06:25Z
2,2017-10-10T20:47:36Z
5,2017-11-06T10:24:20Z
2,2017-08-10T22:28:54Z
4,2018-06-13T11:43:43Z
4,2016-11-01T15:37:33Z
4,2017-11-17T09:49:50Z
2,2018-07-28T17:04:38Z
3,2017-08-16T00:49:38Z
3,2017-06-04T10:35:08Z
2,2016-11-02T01:37:02Z
2,2016-11-13T04:39:20Z
2,2018-03-20T07:45:11Z
5,2017-11-09T11:42:22Z
2,2017-09-08T04:33:58Z
1,2017-08-18T02:54:41Z
5,2017-05-14T19:54:24Z
3,2017-02-09T03:59:02Z
2,2018-07-04T14:25:54Z
1,2017-12-10T17:08:26Z
2,2016-12-11T04:40:35Z
1,2018-01-07T14:43:51Z
5,2018-09-29T13:50:56Z
3,2017-03-03T12:35:53Z
3,2016-12-08T02:43:18Z
4,2018-06-14T03:14:06Z
3,2017-12-06T22:06:12Z
3,2018-02-19T18:34:48Z
2,2017-05-01T23:12:16Z
4,2017-06-05T14:05:26Z
4,2018-09-09T18:57:18Z
5,2017-09-21T02:28:13Z
4,2017-05-01T14:57:58Z
3,2017-06-20T01:05:20Z
3,2017-01-19T16:01:45Z
3,2017-03-22T13:55:46Z
1,2016-12-19T12:12:14Z
5,2018-01-04T15:40:38Z
2,2017-07-17T12:26:34Z
2,2018-03-14T21:48:34Z
4,2018-07-17T03:16:14Z
1,2018-09-06T10:10:47Z
5,2017-07-07T05:12:51Z
1,2017-12-04T01:53:00Z
3,2018-01-18T14:58:37Z
4,2017-06-03T00:26:21Z
5,2017-04-15T08:23:05Z
3,2018-04-26T16:05:58Z
5,2017-04-11T21:40:10Z
3,2017-06-08T21:40:20Z
3,2017-09-21T13:40:53Z
1,2017-11-12T17:15:25Z
5,2018-03-08T08:17:59Z
5,2018-07-31T15:43:34Z
3,2018-01-26T10:55:00Z
2,2017-11-29T13:34:56Z
3,2017-12-28T02:16:27Z
3,2018-07-13T17:44:44Z
1,2017-02-02T09:33:11Z
2,2018-09-09T06:33:15Z
2,2017-11-04T14:32:21Z
1,2016-12-02T17:56:42Z
3,2017-06-08T03:49:50Z
2,2016-11-16T02:17:17Z
2,2017-02-26T22:20:07Z
1,2017-12-25T15:28:39Z
5,2016-11-12T10:36:50Z
2,2018-09-07T15:31:07Z
2,2018-04-26T04:29:38Z
5,2018-03-13T23:07:21Z
5,2017-10-26T13:45:59Z
5,2018-07-25T23:17:31Z
1,2018-10-07T08:15:21Z
1,2018-04-29T10:16:20Z
2,2017-11-27T07:43:22Z
1,2017-10-28T06:49:24Z
4,2017-11-05T19:46:45Z
5,2017-05-16T14:21:22Z
2,2018-09-10T22:54:58Z
1,2016-11-18T20:17:23Z
1,2017-12-14T17:45:43Z
4,2017-08-30T07:13:04Z
3,2018-08-22T10:41:37Z
3,2018-10-09T22:57:43Z
1,2016-12-10T07:47:47Z
5,2018-04-13T18:46:42Z
3,2017-10-17T00:57:53Z
1,2018-07-03T13:15:35Z
2,2017-06-09T02:13:42Z
4,2017-01-30T03:43:09Z
4,2017-10-13T12:32:23Z
1,2017-04-18T23:11:59Z
4,2017-09-08T23:34:40Z
3,2016-12-11T03:29:25Z
1,2018-05-18T13:14:20Z
3,2017-03-15T14:46:51Z
2,2018-04-26T15:39:32Z
1,2018-04-23T06:26:28Z
1,2018-06-06T12:30:03Z
4,2017-07-11T14:12:24Z
4,2017-10-19T11:37:09Z
3,2017-07-05T23:09:39Z
5,2017-06-17T13:28:28Z
2,2017-03-17T21:47:19Z
4,2017-07-28T01:40:10Z
3,2018-09-03T20:57:55Z
4,2018-06-07T08:08:32Z
3,2018-08-18T06:50:51Z
2,2017-07-01T01:49:37Z
1,2018-04-26T00:18:48Z
4,2018-03-22T06:26:20Z
1,2018-07-13T02:45:31Z
1,2016-12-04T19:57:40Z
3,2018-01-25T08:27:12Z
5,2017-10-03T08:18:58Z
2,2018-07-14T21:32:09Z
3,2018-06-21T10:08:38Z
2,2018-06-10T13:43:25Z
3,2018-05-23T22:16:18Z
4,2017-10-31T02:20:34Z
5,2017-03-02T15:38:00Z
2,2018-10-02T20:05:58Z
2,2018-10-17T01:12:10Z
4,2018-02-13T23:59:28Z
4,2017-06-04T07:40:59Z
3,2017-08-13T09:03:59Z
1,2017-04-23T14:48:10Z
4,2018-10-04T17:13:41Z
1,2017-03-29T08:08:54Z
1,2017-02-13T17:39:27Z
3,2018-01-20T22:42:06Z
1,2017-10-05T03:21:32Z
5,2018-08-09T22:26:56Z
5,2017-04-21T19:45:16Z
4,2018-05-29T19:52:19Z
1,2018-07-07T20:28:14Z
5,2018-06-05T10:28:56Z
1,2017-09-28T10:38:28Z
5,2018-04-07T05:09:16Z
3,2017-06-19T22:11:30Z
2,2017-09-07T07:09:18Z
4,2018-02-06T07:59:54Z
4,2017-01-21T12:19:14Z
1,2017-09-19T07:08:51Z
2,2017-08-28T23:10:28Z
1,2017-10-22T01:37:18Z
5,2017-09-23T15:19:02Z
2,2017-04-15T20:30:35Z
1,2017-05-19T23:11:32Z
3,2017-06-24T22:59:58Z
3,2018-07-26T22:38:08Z
2,2016-11-16T21:44:37Z
2,2017-04-16T05:34:02Z
2,2017-09-05T21:49:21Z
5,2018-08-31T23:04:56Z
2,2018-07-11T13:33:39Z
4,2017-12-12T11:16:58Z
1,2017-03-17T15:43:24Z
2,2017-02-06T05:44:25Z
5,2018-03-01T23:35:12Z
2,2017-02-03T08:51:12Z
5,2017-10-12T23:45:17Z
5,2017-08-01T01:44:43Z
4,2017-04-03T08:17:31Z
1,2017-11-05T06:58:12Z
5,2017-05-19T05:18:34Z
3,2018-09-16T22:42:34Z
3,2018-01-20T18:15:47Z
2,2017-06-03T22:24:27Z
5,2016-12-26T13:47:49Z
3,2017-12-22T16:53:49Z
3,2018-01-21T02:13:19Z
2,2017-03-05T10:44:22Z
3,2017-07-01T23:30:42Z
4,2017-04-15T06:32:07Z
3,2017-01-30T06:49:45Z
4,2017-11-26T17:29:38Z
3,2017-08-30T13:53:37Z
