id,Przyczyna,ID Zamówienia
927,zle zapakowane jedzenie,926
928,nieswieze jedzenie,927
929,nieswieze jedzenie,928
930,Zbyt dlugi czas oczekiwania,929
931,nieswieze jedzenie,930
932,nieswieze jedzenie,931
933,Zbyt dlugi czas oczekiwania,932
934,Zbyt dlugi czas oczekiwania,933
935,nieswieze jedzenie,934
936,zle zapakowane jedzenie,935
937,Zbyt dlugi czas oczekiwania,936
938,zle zapakowane jedzenie,937
939,inne,938
940,inne,939
941,inne,940
942,inne,941
943,nieswieze jedzenie,942
944,nieswieze jedzenie,943
945,zle zapakowane jedzenie,944
946,zle zapakowane jedzenie,945
947,Zbyt dlugi czas oczekiwania,946
948,inne,947
949,zle zapakowane jedzenie,948
950,Zbyt dlugi czas oczekiwania,949
951,nieswieze jedzenie,950
952,zle zapakowane jedzenie,951
953,nieswieze jedzenie,952
954,Zbyt dlugi czas oczekiwania,953
955,Zbyt dlugi czas oczekiwania,954
956,inne,955
957,nieswieze jedzenie,956
958,zle zapakowane jedzenie,957
959,Zbyt dlugi czas oczekiwania,958
960,nieswieze jedzenie,959
961,zle zapakowane jedzenie,960
962,inne,961
963,inne,962
964,zle zapakowane jedzenie,963
965,Zbyt dlugi czas oczekiwania,964
966,zle zapakowane jedzenie,965
967,inne,966
968,nieswieze jedzenie,967
969,zle zapakowane jedzenie,968
970,zle zapakowane jedzenie,969
971,inne,970
972,zle zapakowane jedzenie,971
973,Zbyt dlugi czas oczekiwania,972
974,Zbyt dlugi czas oczekiwania,973
975,Zbyt dlugi czas oczekiwania,974
976,inne,975
977,Zbyt dlugi czas oczekiwania,976
978,Zbyt dlugi czas oczekiwania,977
979,inne,978
980,Zbyt dlugi czas oczekiwania,979
981,inne,980
982,nieswieze jedzenie,981
983,nieswieze jedzenie,982
984,zle zapakowane jedzenie,983
985,nieswieze jedzenie,984
986,inne,985
987,nieswieze jedzenie,986
988,inne,987
989,Zbyt dlugi czas oczekiwania,988
990,inne,989
991,nieswieze jedzenie,990
992,nieswieze jedzenie,991
993,Zbyt dlugi czas oczekiwania,992
994,Zbyt dlugi czas oczekiwania,993
995,Zbyt dlugi czas oczekiwania,994
996,nieswieze jedzenie,995
997,Zbyt dlugi czas oczekiwania,996
998,Zbyt dlugi czas oczekiwania,997
999,zle zapakowane jedzenie,998
1000,inne,999
