id,Przyczyna,ID Zamówienia
919,inne,918
920,Zbyt dlugi czas oczekiwania,919
921,zle zapakowane jedzenie,920
922,Zbyt dlugi czas oczekiwania,921
923,inne,922
924,inne,923
925,zle zapakowane jedzenie,924
926,nieswieze jedzenie,925
927,inne,926
928,zle zapakowane jedzenie,927
929,Zbyt dlugi czas oczekiwania,928
930,Zbyt dlugi czas oczekiwania,929
931,Zbyt dlugi czas oczekiwania,930
932,zle zapakowane jedzenie,931
933,zle zapakowane jedzenie,932
934,nieswieze jedzenie,933
935,Zbyt dlugi czas oczekiwania,934
936,Zbyt dlugi czas oczekiwania,935
937,zle zapakowane jedzenie,936
938,zle zapakowane jedzenie,937
939,inne,938
940,inne,939
941,Zbyt dlugi czas oczekiwania,940
942,zle zapakowane jedzenie,941
943,inne,942
944,inne,943
945,inne,944
946,Zbyt dlugi czas oczekiwania,945
947,zle zapakowane jedzenie,946
948,nieswieze jedzenie,947
949,Zbyt dlugi czas oczekiwania,948
950,Zbyt dlugi czas oczekiwania,949
951,Zbyt dlugi czas oczekiwania,950
952,nieswieze jedzenie,951
953,zle zapakowane jedzenie,952
954,zle zapakowane jedzenie,953
955,inne,954
956,zle zapakowane jedzenie,955
957,inne,956
958,zle zapakowane jedzenie,957
959,Zbyt dlugi czas oczekiwania,958
960,nieswieze jedzenie,959
961,inne,960
962,Zbyt dlugi czas oczekiwania,961
963,nieswieze jedzenie,962
964,inne,963
965,Zbyt dlugi czas oczekiwania,964
966,Zbyt dlugi czas oczekiwania,965
967,nieswieze jedzenie,966
968,inne,967
969,nieswieze jedzenie,968
970,inne,969
971,nieswieze jedzenie,970
972,nieswieze jedzenie,971
973,nieswieze jedzenie,972
974,inne,973
975,inne,974
976,nieswieze jedzenie,975
977,Zbyt dlugi czas oczekiwania,976
978,nieswieze jedzenie,977
979,zle zapakowane jedzenie,978
980,Zbyt dlugi czas oczekiwania,979
981,zle zapakowane jedzenie,980
982,inne,981
983,zle zapakowane jedzenie,982
984,nieswieze jedzenie,983
985,nieswieze jedzenie,984
986,Zbyt dlugi czas oczekiwania,985
987,inne,986
988,nieswieze jedzenie,987
989,nieswieze jedzenie,988
990,zle zapakowane jedzenie,989
991,inne,990
992,inne,991
993,Zbyt dlugi czas oczekiwania,992
994,inne,993
995,zle zapakowane jedzenie,994
996,zle zapakowane jedzenie,995
997,zle zapakowane jedzenie,996
998,Zbyt dlugi czas oczekiwania,997
999,inne,998
1000,nieswieze jedzenie,999
