id,Data_Zamowienia,Data_Odebrania,Numer_zamowienia,Id_restauracji
1092,2018-10-21T22:49:39Z,2018-10-21T22:52:47Z,92,1
1093,2018-10-25T15:05:30Z,2018-10-25T15:09:21Z,93,1
1094,2018-10-28T04:03:08Z,2018-10-28T04:08:56Z,94,2
1095,2018-10-23T21:10:25Z,2018-10-23T21:12:12Z,95,1
1096,2018-10-28T10:26:20Z,2018-10-28T10:31:09Z,96,1
1097,2018-10-24T12:21:10Z,2018-10-24T12:26:57Z,97,2
1098,2018-10-22T07:56:21Z,2018-10-22T08:00:36Z,98,1
1099,2018-10-28T19:46:41Z,2018-10-28T19:53:25Z,99,1
1100,2018-10-22T16:40:26Z,2018-10-22T16:43:39Z,100,2
1101,2018-10-22T17:15:05Z,2018-10-22T17:22:00Z,101,2
1102,2018-10-28T00:37:54Z,2018-10-28T00:45:05Z,102,1
1103,2018-10-23T02:40:37Z,2018-10-23T02:41:33Z,103,2
1104,2018-10-25T02:48:03Z,2018-10-25T02:51:56Z,104,1
1105,2018-10-24T20:31:58Z,2018-10-24T20:39:37Z,105,1
1106,2018-10-26T16:01:05Z,2018-10-26T16:03:08Z,106,2
1107,2018-10-21T23:52:15Z,2018-10-21T23:56:11Z,107,1
1108,2018-10-28T13:10:12Z,2018-10-28T13:16:20Z,108,1
1109,2018-10-28T03:54:02Z,2018-10-28T04:00:52Z,109,2
1110,2018-10-24T18:44:53Z,2018-10-24T18:45:24Z,110,2
1111,2018-10-25T06:40:49Z,2018-10-25T06:48:36Z,111,1
1112,2018-10-27T18:29:06Z,2018-10-27T18:32:06Z,112,2
1113,2018-10-25T17:11:13Z,2018-10-25T17:18:51Z,113,2
1114,2018-10-28T01:48:09Z,2018-10-28T01:48:56Z,114,1
1115,2018-10-23T21:41:39Z,2018-10-23T21:45:47Z,115,2
1116,2018-10-23T14:15:16Z,2018-10-23T14:22:17Z,116,1
1117,2018-10-27T11:26:34Z,2018-10-27T11:34:15Z,117,1
1118,2018-10-26T11:12:06Z,2018-10-26T11:12:30Z,118,2
1119,2018-10-27T09:45:07Z,2018-10-27T09:48:43Z,119,1
1120,2018-10-24T21:46:02Z,2018-10-24T21:49:30Z,120,1
1121,2018-10-28T21:01:20Z,2018-10-28T21:08:59Z,121,2
1122,2018-10-22T14:38:52Z,2018-10-22T14:43:05Z,122,1
1123,2018-10-27T20:31:00Z,2018-10-27T20:38:00Z,123,1
1124,2018-10-27T02:12:54Z,2018-10-27T02:18:37Z,124,2
1125,2018-10-28T20:43:55Z,2018-10-28T20:47:09Z,125,2
1126,2018-10-24T01:02:00Z,2018-10-24T01:03:05Z,126,1
1127,2018-10-28T03:23:36Z,2018-10-28T03:27:03Z,127,2
1128,2018-10-26T22:12:05Z,2018-10-26T22:19:56Z,128,2
1129,2018-10-27T21:11:45Z,2018-10-27T21:13:16Z,129,1
1130,2018-10-28T05:29:00Z,2018-10-28T05:30:45Z,130,2
1131,2018-10-22T05:42:25Z,2018-10-22T05:48:05Z,131,1
1132,2018-10-23T01:33:10Z,2018-10-23T01:34:23Z,132,1
1133,2018-10-28T18:43:32Z,2018-10-28T18:43:48Z,133,2
1134,2018-10-27T17:52:01Z,2018-10-27T17:55:44Z,134,1
1135,2018-10-22T00:31:19Z,2018-10-22T00:37:36Z,135,1
1136,2018-10-28T06:37:04Z,2018-10-28T06:44:21Z,136,2
1137,2018-10-28T08:36:36Z,2018-10-28T08:36:59Z,137,2
1138,2018-10-26T03:27:11Z,2018-10-26T03:30:57Z,138,1
1139,2018-10-26T15:23:43Z,2018-10-26T15:28:00Z,139,2
1140,2018-10-24T10:22:21Z,2018-10-24T10:30:12Z,140,2
1141,2018-10-28T12:04:01Z,2018-10-28T12:09:09Z,141,1
1142,2018-10-22T06:17:55Z,2018-10-22T06:20:05Z,142,2
1143,2018-10-23T05:05:14Z,2018-10-23T05:06:24Z,143,2
1144,2018-10-23T06:41:27Z,2018-10-23T06:47:01Z,144,1
1145,2018-10-26T00:12:53Z,2018-10-26T00:15:31Z,145,2
1146,2018-10-25T22:43:34Z,2018-10-25T22:45:52Z,146,2
1147,2018-10-28T21:16:41Z,2018-10-28T21:22:45Z,147,1
1148,2018-10-23T16:49:32Z,2018-10-23T16:54:34Z,148,2
1149,2018-10-26T08:59:48Z,2018-10-26T09:01:32Z,149,2
1150,2018-10-28T01:54:20Z,2018-10-28T01:57:26Z,150,1
1151,2018-10-23T01:34:27Z,2018-10-23T01:39:47Z,151,2
1152,2018-10-22T01:39:46Z,2018-10-22T01:41:53Z,152,2
1153,2018-10-22T17:18:06Z,2018-10-22T17:18:27Z,153,1
1154,2018-10-25T02:52:57Z,2018-10-25T02:56:49Z,154,2
1155,2018-10-25T14:07:24Z,2018-10-25T14:14:25Z,155,2
1156,2018-10-27T18:42:15Z,2018-10-27T18:48:01Z,156,1
1157,2018-10-25T09:01:54Z,2018-10-25T09:08:51Z,157,2
1158,2018-10-21T22:03:27Z,2018-10-21T22:11:22Z,158,2
1159,2018-10-23T16:38:48Z,2018-10-23T16:45:01Z,159,1
1160,2018-10-28T16:24:04Z,2018-10-28T16:24:51Z,160,2
1161,2018-10-22T08:41:04Z,2018-10-22T08:41:47Z,161,1
1162,2018-10-27T12:42:03Z,2018-10-27T12:46:52Z,162,1
1163,2018-10-26T00:05:13Z,2018-10-26T00:12:13Z,163,2
1164,2018-10-25T04:55:36Z,2018-10-25T05:00:12Z,164,1
1165,2018-10-28T00:08:40Z,2018-10-28T00:15:19Z,165,1
1166,2018-10-22T07:41:43Z,2018-10-22T07:48:35Z,166,2
1167,2018-10-25T05:49:32Z,2018-10-25T05:57:28Z,167,1
1168,2018-10-27T10:56:22Z,2018-10-27T11:00:50Z,168,1
1169,2018-10-22T13:32:41Z,2018-10-22T13:35:04Z,169,2
1170,2018-10-25T10:35:25Z,2018-10-25T10:37:38Z,170,1
1171,2018-10-22T00:24:36Z,2018-10-22T00:26:13Z,171,1
1172,2018-10-28T16:30:22Z,2018-10-28T16:37:27Z,172,2
1173,2018-10-28T11:19:34Z,2018-10-28T11:24:57Z,173,1
1174,2018-10-23T11:34:21Z,2018-10-23T11:38:00Z,174,1
1175,2018-10-24T04:52:55Z,2018-10-24T04:56:57Z,175,2
1176,2018-10-28T06:21:30Z,2018-10-28T06:24:46Z,176,1
1177,2018-10-27T17:15:32Z,2018-10-27T17:15:36Z,177,1
1178,2018-10-25T01:36:28Z,2018-10-25T01:42:12Z,178,2
1179,2018-10-27T17:43:43Z,2018-10-27T17:50:55Z,179,2
1180,2018-10-24T06:14:12Z,2018-10-24T06:21:05Z,180,1
1181,2018-10-24T12:26:31Z,2018-10-24T12:33:05Z,181,2
1182,2018-10-28T02:45:36Z,2018-10-28T02:48:25Z,182,2
1183,2018-10-23T21:49:18Z,2018-10-23T21:53:38Z,183,1
1184,2018-10-21T23:29:55Z,2018-10-21T23:36:40Z,184,2
1185,2018-10-23T23:22:20Z,2018-10-23T23:22:24Z,185,1
1186,2018-10-28T10:27:56Z,2018-10-28T10:33:33Z,186,1
1187,2018-10-22T08:51:28Z,2018-10-22T08:53:30Z,187,2
1188,2018-10-24T19:49:00Z,2018-10-24T19:49:05Z,188,2
1189,2018-10-22T14:43:07Z,2018-10-22T14:43:34Z,189,1
1190,2018-10-22T02:25:15Z,2018-10-22T02:32:59Z,190,2
1191,2018-10-28T02:10:24Z,2018-10-28T02:17:11Z,191,2
1192,2018-10-27T09:16:14Z,2018-10-27T09:17:50Z,192,1
1193,2018-10-23T20:04:11Z,2018-10-23T20:05:31Z,193,2
1194,2018-10-26T19:33:08Z,2018-10-26T19:33:41Z,194,2
1195,2018-10-26T02:58:31Z,2018-10-26T02:58:38Z,195,1
1196,2018-10-22T17:50:38Z,2018-10-22T17:57:11Z,196,2
1197,2018-10-22T12:46:39Z,2018-10-22T12:49:42Z,197,1
1198,2018-10-22T14:09:44Z,2018-10-22T14:10:48Z,198,1
1199,2018-10-28T15:04:05Z,2018-10-28T15:04:34Z,199,2
1200,2018-10-27T21:10:11Z,2018-10-27T21:14:40Z,200,2
1201,2018-10-26T18:58:42Z,2018-10-26T19:05:52Z,201,1
1202,2018-10-27T18:23:12Z,2018-10-27T18:28:58Z,202,2
1203,2018-10-25T12:33:38Z,2018-10-25T12:35:36Z,203,1
1204,2018-10-26T14:38:54Z,2018-10-26T14:43:46Z,204,1
1205,2018-10-22T01:16:39Z,2018-10-22T01:22:22Z,205,2
1206,2018-10-27T17:11:37Z,2018-10-27T17:17:08Z,206,2
1207,2018-10-22T16:33:14Z,2018-10-22T16:39:03Z,207,1
1208,2018-10-27T02:43:10Z,2018-10-27T02:49:57Z,208,2
1209,2018-10-23T01:31:08Z,2018-10-23T01:38:06Z,209,2
1210,2018-10-22T11:30:16Z,2018-10-22T11:31:14Z,210,1
1211,2018-10-25T13:09:01Z,2018-10-25T13:14:20Z,211,2
1212,2018-10-26T09:39:24Z,2018-10-26T09:46:08Z,212,2
1213,2018-10-27T14:46:27Z,2018-10-27T14:51:12Z,213,1
1214,2018-10-25T23:30:38Z,2018-10-25T23:32:15Z,214,2
1215,2018-10-22T11:39:18Z,2018-10-22T11:43:38Z,215,1
1216,2018-10-22T15:09:03Z,2018-10-22T15:13:13Z,216,1
1217,2018-10-25T01:22:52Z,2018-10-25T01:28:13Z,217,2
1218,2018-10-28T14:59:19Z,2018-10-28T15:04:41Z,218,2
1219,2018-10-22T21:49:09Z,2018-10-22T21:54:24Z,219,1
1220,2018-10-25T06:40:38Z,2018-10-25T06:48:12Z,220,2
1221,2018-10-25T00:15:11Z,2018-10-25T00:17:02Z,221,2
1222,2018-10-22T00:10:37Z,2018-10-22T00:12:55Z,222,1
1223,2018-10-25T10:49:49Z,2018-10-25T10:53:07Z,223,2
1224,2018-10-25T14:54:29Z,2018-10-25T14:56:54Z,224,2
1225,2018-10-25T01:44:25Z,2018-10-25T01:47:09Z,225,1
1226,2018-10-23T02:43:39Z,2018-10-23T02:44:38Z,226,2
1227,2018-10-22T17:04:11Z,2018-10-22T17:10:10Z,227,1
1228,2018-10-26T18:45:12Z,2018-10-26T18:49:18Z,228,1
1229,2018-10-27T10:05:24Z,2018-10-27T10:06:13Z,229,2
1230,2018-10-24T22:01:49Z,2018-10-24T22:09:38Z,230,1
1231,2018-10-26T16:28:20Z,2018-10-26T16:31:06Z,231,1
1232,2018-10-27T04:20:05Z,2018-10-27T04:20:56Z,232,2
1233,2018-10-26T18:11:29Z,2018-10-26T18:14:29Z,233,2
1234,2018-10-25T22:47:54Z,2018-10-25T22:50:38Z,234,1
1235,2018-10-23T18:01:24Z,2018-10-23T18:03:27Z,235,2
1236,2018-10-25T02:26:13Z,2018-10-25T02:28:48Z,236,2
1237,2018-10-22T06:38:57Z,2018-10-22T06:43:36Z,237,1
1238,2018-10-25T20:07:51Z,2018-10-25T20:09:05Z,238,2
1239,2018-10-24T00:13:42Z,2018-10-24T00:20:41Z,239,1
1240,2018-10-28T19:34:05Z,2018-10-28T19:42:03Z,240,1
1241,2018-10-26T06:32:40Z,2018-10-26T06:37:19Z,241,2
1242,2018-10-26T17:06:21Z,2018-10-26T17:10:51Z,242,1
1243,2018-10-27T00:33:44Z,2018-10-27T00:36:28Z,243,1
1244,2018-10-25T10:36:48Z,2018-10-25T10:41:37Z,244,2
1245,2018-10-25T00:36:51Z,2018-10-25T00:37:41Z,245,2
1246,2018-10-22T18:01:59Z,2018-10-22T18:04:44Z,246,1
1247,2018-10-25T18:53:38Z,2018-10-25T18:56:33Z,247,2
1248,2018-10-26T14:59:04Z,2018-10-26T15:00:28Z,248,1
1249,2018-10-22T23:38:27Z,2018-10-22T23:39:12Z,249,1
1250,2018-10-27T08:25:04Z,2018-10-27T08:28:07Z,250,2
1251,2018-10-28T15:30:37Z,2018-10-28T15:32:18Z,251,1
1252,2018-10-25T06:09:54Z,2018-10-25T06:17:28Z,252,1
1253,2018-10-24T12:19:02Z,2018-10-24T12:22:58Z,253,2
1254,2018-10-22T18:55:47Z,2018-10-22T19:01:13Z,254,1
1255,2018-10-23T17:20:00Z,2018-10-23T17:26:50Z,255,1
1256,2018-10-23T18:11:13Z,2018-10-23T18:17:31Z,256,2
1257,2018-10-28T02:58:30Z,2018-10-28T03:00:40Z,257,2
1258,2018-10-24T07:26:16Z,2018-10-24T07:28:45Z,258,1
1259,2018-10-26T18:50:37Z,2018-10-26T18:56:53Z,259,2
1260,2018-10-28T21:51:52Z,2018-10-28T21:54:52Z,260,2
1261,2018-10-23T04:09:21Z,2018-10-23T04:12:46Z,261,1
1262,2018-10-26T18:17:56Z,2018-10-26T18:20:08Z,262,2
1263,2018-10-25T19:02:35Z,2018-10-25T19:08:20Z,263,1
1264,2018-10-25T21:50:15Z,2018-10-25T21:52:37Z,264,1
1265,2018-10-23T02:36:22Z,2018-10-23T02:41:14Z,265,2
1266,2018-10-26T21:11:21Z,2018-10-26T21:17:34Z,266,2
1267,2018-10-24T14:31:59Z,2018-10-24T14:32:43Z,267,1
1268,2018-10-22T20:11:59Z,2018-10-22T20:19:26Z,268,2
1269,2018-10-22T06:19:14Z,2018-10-22T06:26:45Z,269,1
1270,2018-10-27T19:23:44Z,2018-10-27T19:26:08Z,270,1
1271,2018-10-27T10:24:50Z,2018-10-27T10:30:51Z,271,2
1272,2018-10-22T20:10:02Z,2018-10-22T20:17:21Z,272,2
1273,2018-10-26T04:08:56Z,2018-10-26T04:14:55Z,273,1
1274,2018-10-25T02:35:15Z,2018-10-25T02:36:22Z,274,2
1275,2018-10-23T16:36:49Z,2018-10-23T16:38:36Z,275,1
1276,2018-10-24T07:43:32Z,2018-10-24T07:48:16Z,276,1
1277,2018-10-23T10:00:25Z,2018-10-23T10:05:07Z,277,2
1278,2018-10-23T13:42:02Z,2018-10-23T13:49:06Z,278,1
1279,2018-10-28T14:35:53Z,2018-10-28T14:37:50Z,279,1
1280,2018-10-25T14:49:37Z,2018-10-25T14:56:04Z,280,2
1281,2018-10-23T18:35:03Z,2018-10-23T18:38:09Z,281,2
1282,2018-10-26T20:48:40Z,2018-10-26T20:52:11Z,282,1
1283,2018-10-27T20:54:53Z,2018-10-27T21:01:49Z,283,2
1284,2018-10-27T05:51:22Z,2018-10-27T05:55:28Z,284,1
1285,2018-10-28T04:34:49Z,2018-10-28T04:40:32Z,285,1
1286,2018-10-24T19:47:30Z,2018-10-24T19:53:02Z,286,2
1287,2018-10-22T22:12:31Z,2018-10-22T22:12:53Z,287,2
1288,2018-10-24T11:26:24Z,2018-10-24T11:30:11Z,288,1
1289,2018-10-25T22:08:12Z,2018-10-25T22:13:36Z,289,2
1290,2018-10-24T22:49:51Z,2018-10-24T22:50:00Z,290,2
1291,2018-10-22T17:25:47Z,2018-10-22T17:30:43Z,291,1
1292,2018-10-22T17:02:43Z,2018-10-22T17:02:53Z,292,2
1293,2018-10-28T03:51:42Z,2018-10-28T03:52:06Z,293,2
1294,2018-10-23T09:11:02Z,2018-10-23T09:16:24Z,294,1
1295,2018-10-25T21:15:22Z,2018-10-25T21:20:04Z,295,2
1296,2018-10-24T17:17:44Z,2018-10-24T17:21:53Z,296,2
1297,2018-10-22T05:03:45Z,2018-10-22T05:05:24Z,297,1
1298,2018-10-23T08:16:01Z,2018-10-23T08:17:31Z,298,2
1299,2018-10-28T21:10:06Z,2018-10-28T21:12:00Z,299,1
1300,2018-10-27T13:23:22Z,2018-10-27T13:25:23Z,300,1
1301,2018-10-23T14:32:28Z,2018-10-23T14:36:07Z,301,2
1302,2018-10-28T16:18:17Z,2018-10-28T16:20:41Z,302,1
1303,2018-10-26T01:54:03Z,2018-10-26T02:00:15Z,303,1
1304,2018-10-23T01:49:23Z,2018-10-23T01:55:30Z,304,2
1305,2018-10-24T01:22:53Z,2018-10-24T01:28:51Z,305,1
1306,2018-10-26T08:57:39Z,2018-10-26T08:58:17Z,306,1
1307,2018-10-24T10:24:35Z,2018-10-24T10:29:31Z,307,2
1308,2018-10-22T14:37:30Z,2018-10-22T14:39:39Z,308,1
1309,2018-10-25T08:56:17Z,2018-10-25T09:00:50Z,309,1
1310,2018-10-24T21:42:24Z,2018-10-24T21:44:09Z,310,2
1311,2018-10-23T02:15:22Z,2018-10-23T02:20:13Z,311,2
1312,2018-10-27T03:03:57Z,2018-10-27T03:08:41Z,312,1
1313,2018-10-24T14:56:32Z,2018-10-24T14:57:40Z,313,2
1314,2018-10-23T06:51:37Z,2018-10-23T06:58:26Z,314,2
1315,2018-10-26T14:26:58Z,2018-10-26T14:26:59Z,315,1
1316,2018-10-22T03:32:37Z,2018-10-22T03:34:07Z,316,2
1317,2018-10-22T12:12:29Z,2018-10-22T12:17:37Z,317,2
1318,2018-10-26T17:17:54Z,2018-10-26T17:22:49Z,318,1
1319,2018-10-26T16:12:31Z,2018-10-26T16:19:15Z,319,2
1320,2018-10-24T02:31:46Z,2018-10-24T02:33:47Z,320,1
1321,2018-10-26T11:58:41Z,2018-10-26T11:58:55Z,321,1
1322,2018-10-26T22:19:47Z,2018-10-26T22:20:21Z,322,2
1323,2018-10-26T13:22:08Z,2018-10-26T13:26:31Z,323,1
1324,2018-10-22T06:20:20Z,2018-10-22T06:20:58Z,324,1
1325,2018-10-22T11:07:18Z,2018-10-22T11:10:26Z,325,2
1326,2018-10-25T17:44:18Z,2018-10-25T17:52:01Z,326,1
1327,2018-10-22T07:20:17Z,2018-10-22T07:21:11Z,327,1
1328,2018-10-25T18:40:03Z,2018-10-25T18:40:17Z,328,2
1329,2018-10-25T05:01:58Z,2018-10-25T05:04:32Z,329,2
1330,2018-10-23T07:28:04Z,2018-10-23T07:29:31Z,330,1
1331,2018-10-23T04:49:16Z,2018-10-23T04:51:25Z,331,2
1332,2018-10-24T00:58:48Z,2018-10-24T01:06:44Z,332,1
1333,2018-10-25T12:23:16Z,2018-10-25T12:30:44Z,333,1
1334,2018-10-26T04:31:19Z,2018-10-26T04:34:58Z,334,2
1335,2018-10-25T20:31:05Z,2018-10-25T20:37:55Z,335,1
1336,2018-10-26T23:10:11Z,2018-10-26T23:17:11Z,336,1
1337,2018-10-25T09:00:33Z,2018-10-25T09:03:43Z,337,2
1338,2018-10-23T07:45:02Z,2018-10-23T07:50:16Z,338,1
1339,2018-10-26T11:35:14Z,2018-10-26T11:39:18Z,339,1
1340,2018-10-24T13:32:50Z,2018-10-24T13:34:26Z,340,2
1341,2018-10-23T17:07:06Z,2018-10-23T17:08:35Z,341,1
1342,2018-10-25T05:47:12Z,2018-10-25T05:51:13Z,342,1
1343,2018-10-26T06:12:58Z,2018-10-26T06:13:39Z,343,2
1344,2018-10-27T02:25:23Z,2018-10-27T02:32:05Z,344,2
1345,2018-10-22T00:29:35Z,2018-10-22T00:31:06Z,345,1
1346,2018-10-22T10:34:49Z,2018-10-22T10:35:54Z,346,2
1347,2018-10-22T20:34:35Z,2018-10-22T20:41:58Z,347,1
1348,2018-10-23T12:57:41Z,2018-10-23T13:01:40Z,348,1
1349,2018-10-27T00:05:27Z,2018-10-27T00:08:53Z,349,2
1350,2018-10-28T17:37:55Z,2018-10-28T17:42:47Z,350,1
1351,2018-10-23T12:22:18Z,2018-10-23T12:27:12Z,351,1
1352,2018-10-26T23:06:04Z,2018-10-26T23:07:27Z,352,2
1353,2018-10-26T00:34:08Z,2018-10-26T00:34:28Z,353,2
1354,2018-10-27T22:14:00Z,2018-10-27T22:21:59Z,354,1
1355,2018-10-22T18:33:32Z,2018-10-22T18:40:39Z,355,2
1356,2018-10-26T01:50:38Z,2018-10-26T01:54:38Z,356,1
1357,2018-10-27T03:14:59Z,2018-10-27T03:17:15Z,357,1
1358,2018-10-27T06:39:12Z,2018-10-27T06:46:18Z,358,2
1359,2018-10-25T02:08:24Z,2018-10-25T02:09:12Z,359,1
1360,2018-10-27T22:54:39Z,2018-10-27T23:01:35Z,360,1
1361,2018-10-25T20:14:37Z,2018-10-25T20:15:33Z,361,2
1362,2018-10-25T04:42:03Z,2018-10-25T04:47:39Z,362,1
1363,2018-10-28T07:36:14Z,2018-10-28T07:37:57Z,363,1
1364,2018-10-26T06:27:54Z,2018-10-26T06:35:28Z,364,2
1365,2018-10-24T12:34:15Z,2018-10-24T12:39:06Z,365,1
1366,2018-10-27T23:08:02Z,2018-10-27T23:14:17Z,366,1
1367,2018-10-23T03:04:39Z,2018-10-23T03:12:19Z,367,2
1368,2018-10-23T22:14:35Z,2018-10-23T22:21:35Z,368,2
1369,2018-10-23T16:34:05Z,2018-10-23T16:41:06Z,369,1
1370,2018-10-26T20:16:31Z,2018-10-26T20:18:54Z,370,2
1371,2018-10-24T14:30:06Z,2018-10-24T14:36:58Z,371,2
1372,2018-10-24T02:01:26Z,2018-10-24T02:07:48Z,372,1
1373,2018-10-25T14:59:42Z,2018-10-25T15:02:41Z,373,2
1374,2018-10-22T11:44:39Z,2018-10-22T11:47:30Z,374,2
1375,2018-10-27T18:53:12Z,2018-10-27T18:54:02Z,375,1
1376,2018-10-27T10:16:58Z,2018-10-27T10:24:53Z,376,2
1377,2018-10-24T22:13:42Z,2018-10-24T22:14:44Z,377,2
1378,2018-10-26T16:16:26Z,2018-10-26T16:17:51Z,378,1
1379,2018-10-27T15:11:34Z,2018-10-27T15:16:47Z,379,2
1380,2018-10-23T06:05:45Z,2018-10-23T06:06:53Z,380,1
1381,2018-10-23T11:30:20Z,2018-10-23T11:32:58Z,381,1
1382,2018-10-22T12:44:55Z,2018-10-22T12:46:48Z,382,2
1383,2018-10-21T21:48:42Z,2018-10-21T21:56:14Z,383,1
1384,2018-10-28T17:18:04Z,2018-10-28T17:25:14Z,384,1
1385,2018-10-28T05:23:04Z,2018-10-28T05:24:24Z,385,2
1386,2018-10-26T12:20:26Z,2018-10-26T12:21:54Z,386,2
1387,2018-10-26T17:18:38Z,2018-10-26T17:20:31Z,387,1
1388,2018-10-26T20:01:16Z,2018-10-26T20:02:55Z,388,2
1389,2018-10-22T14:27:52Z,2018-10-22T14:28:16Z,389,1
1390,2018-10-28T19:29:06Z,2018-10-28T19:34:19Z,390,1
1391,2018-10-24T05:57:26Z,2018-10-24T06:04:24Z,391,2
1392,2018-10-23T12:56:21Z,2018-10-23T13:01:09Z,392,2
1393,2018-10-24T13:57:29Z,2018-10-24T14:03:55Z,393,1
1394,2018-10-22T01:27:53Z,2018-10-22T01:32:24Z,394,2
1395,2018-10-24T23:51:54Z,2018-10-24T23:57:02Z,395,2
1396,2018-10-26T04:02:22Z,2018-10-26T04:09:34Z,396,1
1397,2018-10-25T08:30:29Z,2018-10-25T08:31:50Z,397,2
1398,2018-10-24T12:51:34Z,2018-10-24T12:57:59Z,398,2
1399,2018-10-27T17:07:08Z,2018-10-27T17:13:00Z,399,1
1400,2018-10-25T02:10:15Z,2018-10-25T02:13:52Z,400,2
1401,2018-10-27T15:29:55Z,2018-10-27T15:35:01Z,401,2
1402,2018-10-28T20:59:36Z,2018-10-28T21:01:11Z,402,1
1403,2018-10-25T22:43:26Z,2018-10-25T22:47:25Z,403,2
1404,2018-10-25T09:08:23Z,2018-10-25T09:11:36Z,404,2
1405,2018-10-23T17:07:03Z,2018-10-23T17:14:16Z,405,1
1406,2018-10-28T01:43:57Z,2018-10-28T01:44:54Z,406,2
1407,2018-10-24T19:50:20Z,2018-10-24T19:54:59Z,407,1
1408,2018-10-22T10:55:56Z,2018-10-22T10:56:04Z,408,1
1409,2018-10-23T14:59:15Z,2018-10-23T15:06:46Z,409,2
1410,2018-10-26T03:16:23Z,2018-10-26T03:19:04Z,410,2
1411,2018-10-27T23:25:38Z,2018-10-27T23:30:21Z,411,1
1412,2018-10-21T23:43:34Z,2018-10-21T23:46:25Z,412,2
1413,2018-10-23T15:07:27Z,2018-10-23T15:14:29Z,413,2
1414,2018-10-28T13:15:14Z,2018-10-28T13:17:31Z,414,1
1415,2018-10-24T15:59:36Z,2018-10-24T16:06:05Z,415,2
1416,2018-10-28T21:51:24Z,2018-10-28T21:57:21Z,416,2
1417,2018-10-23T12:15:08Z,2018-10-23T12:16:29Z,417,1
1418,2018-10-23T00:46:41Z,2018-10-23T00:51:42Z,418,2
1419,2018-10-22T02:44:25Z,2018-10-22T02:52:03Z,419,2
1420,2018-10-23T15:45:58Z,2018-10-23T15:48:38Z,420,1
1421,2018-10-28T13:12:28Z,2018-10-28T13:13:48Z,421,2
1422,2018-10-22T14:43:48Z,2018-10-22T14:48:58Z,422,1
1423,2018-10-24T20:32:17Z,2018-10-24T20:32:23Z,423,1
1424,2018-10-23T07:15:11Z,2018-10-23T07:22:05Z,424,2
1425,2018-10-24T03:00:37Z,2018-10-24T03:04:25Z,425,2
1426,2018-10-27T12:18:51Z,2018-10-27T12:25:14Z,426,1
1427,2018-10-24T22:17:52Z,2018-10-24T22:18:45Z,427,2
1428,2018-10-23T05:44:59Z,2018-10-23T05:45:03Z,428,1
1429,2018-10-23T15:33:13Z,2018-10-23T15:37:54Z,429,1
1430,2018-10-28T02:22:23Z,2018-10-28T02:23:22Z,430,2
1431,2018-10-23T21:40:47Z,2018-10-23T21:43:53Z,431,1
1432,2018-10-22T06:37:50Z,2018-10-22T06:38:29Z,432,1
1433,2018-10-27T00:31:27Z,2018-10-27T00:33:55Z,433,2
1434,2018-10-22T23:31:44Z,2018-10-22T23:31:50Z,434,1
1435,2018-10-24T08:55:11Z,2018-10-24T08:56:16Z,435,1
1436,2018-10-25T14:16:57Z,2018-10-25T14:18:57Z,436,2
1437,2018-10-26T12:43:04Z,2018-10-26T12:45:46Z,437,1
1438,2018-10-23T23:18:18Z,2018-10-23T23:24:43Z,438,1
1439,2018-10-26T07:45:53Z,2018-10-26T07:52:56Z,439,2
1440,2018-10-23T04:23:34Z,2018-10-23T04:31:03Z,440,1
1441,2018-10-25T08:23:34Z,2018-10-25T08:27:28Z,441,1
1442,2018-10-24T12:46:13Z,2018-10-24T12:54:05Z,442,2
1443,2018-10-23T12:19:40Z,2018-10-23T12:20:59Z,443,1
1444,2018-10-23T04:40:00Z,2018-10-23T04:46:07Z,444,1
1445,2018-10-23T04:37:12Z,2018-10-23T04:44:30Z,445,2
1446,2018-10-27T01:23:29Z,2018-10-27T01:23:57Z,446,2
1447,2018-10-27T06:11:47Z,2018-10-27T06:16:38Z,447,1
1448,2018-10-27T22:21:00Z,2018-10-27T22:26:19Z,448,2
1449,2018-10-26T01:20:28Z,2018-10-26T01:22:31Z,449,2
1450,2018-10-28T14:33:39Z,2018-10-28T14:34:13Z,450,1
1451,2018-10-24T20:05:49Z,2018-10-24T20:10:34Z,451,2
1452,2018-10-26T09:34:01Z,2018-10-26T09:34:38Z,452,1
1453,2018-10-26T20:44:00Z,2018-10-26T20:50:43Z,453,1
1454,2018-10-27T11:50:15Z,2018-10-27T11:53:37Z,454,2
1455,2018-10-23T00:49:42Z,2018-10-23T00:56:40Z,455,1
1456,2018-10-23T14:51:09Z,2018-10-23T14:56:38Z,456,1
1457,2018-10-26T06:13:06Z,2018-10-26T06:13:07Z,457,2
1458,2018-10-25T19:56:53Z,2018-10-25T20:03:20Z,458,1
1459,2018-10-24T11:46:36Z,2018-10-24T11:49:20Z,459,1
1460,2018-10-28T09:50:05Z,2018-10-28T09:53:16Z,460,2
1461,2018-10-25T14:30:51Z,2018-10-25T14:38:45Z,461,1
1462,2018-10-27T08:12:50Z,2018-10-27T08:15:32Z,462,1
1463,2018-10-22T07:24:49Z,2018-10-22T07:29:21Z,463,2
1464,2018-10-27T11:55:15Z,2018-10-27T11:57:39Z,464,2
1465,2018-10-28T15:50:52Z,2018-10-28T15:55:45Z,465,1
1466,2018-10-27T11:33:52Z,2018-10-27T11:34:42Z,466,2
1467,2018-10-23T12:59:17Z,2018-10-23T13:04:07Z,467,1
1468,2018-10-26T20:35:04Z,2018-10-26T20:42:31Z,468,1
